B1,20171120113303,1,2017,68097,Ke2002,株式会社協栄ハウス,2,18000,0,30.9,90.5,100,1,18000,18000,36000,0,30.9,90.5,100,1,36000,36000,36000,0,30.9,90.5,100,1,36000,36000,18000,0,30.9,90.5,100,1,18000,18000,18000,0,30.9,90.5,100,3,54000,54000,18000,0,30.9,90.5,100,3,54000,54000,18000,0,30.9,90.5,100,3,54000,54000,18000,0,30.9,90.5,100,3,54000,54000,36000,0,30.9,90.5,100,1,36000,36000,18000,0,30.9,90.5,100,1,18000,18000,18000,0,30.9,90.5,100,2,36000,36000,40000,0,30.9,90.5,100,3,120000,120000
B1,20171120113303,1,2017,52504,Ke1001,株式会社ロゴスホーム登別・室蘭営業所,1,70000,25000,42.9,88.9,12.5,1,70000,45000,70000,25000,42.9,88.9,12.5,2,140000,90000,70000,25000,42.9,88.9,12.5,1,70000,45000,70000,25000,42.9,88.9,12.5,1,70000,45000,70000,25000,42.9,88.9,12.5,1,70000,45000,70000,25000,42.9,88.9,12.5,1,70000,45000,70000,25000,42.9,88.9,12.5,2,140000,90000,70000,25000,42.9,88.9,12.5,2,140000,90000,70000,25000,42.9,88.9,12.5,2,140000,90000,70000,25000,42.9,88.9,12.5,2,140000,90000,70000,25000,42.9,88.9,12.5,1,70000,45000,70000,25000,42.9,88.9,12.5,3,210000,135000
B1,20171120113303,1,2017,52504,Ke2001,株式会社ロゴスホーム登別・室蘭営業所,2,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,1,529000,26000,529000,503000,42.9,88.9,12.5,2,1058000,52000,529000,503000,42.9,88.9,12.5,1,529000,26000,529000,503000,42.9,88.9,12.5,0,0,0,529000,503000,42.9,88.9,12.5,0,0,0
B1,20171120113303,1,2017,67388,Ke1001,大鎮キムラ建設株式会社,1,69000,25000,64.5,97.5,97.4,7,483000,308000,69000,25000,64.5,97.5,97.4,6,414000,264000,69000,25000,64.5,97.5,97.4,6,414000,264000,69000,25000,64.5,97.5,97.4,6,414000,264000,69000,25000,64.5,97.5,97.4,3,207000,132000,69000,25000,64.5,97.5,97.4,7,483000,308000,69000,25000,64.5,97.5,97.4,4,276000,176000,69000,25000,64.5,97.5,97.4,6,414000,264000,69000,25000,64.5,97.5,97.4,5,345000,220000,69000,25000,64.5,97.5,97.4,1,69000,44000,69000,25000,64.5,97.5,97.4,1,69000,44000,69000,25000,64.5,97.5,97.4,3,207000,132000
B1,20171120113303,1,2017,67388,Ke1005,大鎮キムラ建設株式会社,1,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,1,28000,6000,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0,28000,22000,64.5,97.5,97.4,0,0,0
B1,20171120113303,1,2017,67388,Ke2002,大鎮キムラ建設株式会社,2,40000,0,64.5,97.5,97.4,1,40000,40000,20000,0,64.5,97.5,97.4,2,40000,40000,20000,0,64.5,97.5,97.4,5,100000,100000,20000,0,64.5,97.5,97.4,0,0,0,20000,0,64.5,97.5,97.4,5,100000,100000,20000,0,64.5,97.5,97.4,3,60000,60000,40000,0,64.5,97.5,97.4,4,160000,160000,20000,0,64.5,97.5,97.4,1,20000,20000,20000,0,64.5,97.5,97.4,6,120000,120000,20000,0,64.5,97.5,97.4,1,20000,20000,20000,0,64.5,97.5,97.4,1,20000,20000,20000,0,64.5,97.5,97.4,3,60000,60000
B1,20171120113303,1,2017,68862,Ke1001,株式会社ジョイフルホーム札幌支店,1,50000,22000,57.8,100,97.4,6,300000,168000,50000,22000,57.8,100,97.4,6,300000,168000,50000,22000,57.8,100,97.4,8,400000,224000,50000,22000,57.8,100,97.4,4,200000,112000,50000,22000,57.8,100,97.4,8,400000,224000,50000,22000,57.8,100,97.4,6,300000,168000,50000,22000,57.8,100,97.4,6,300000,168000,50000,22000,57.8,100,97.4,5,250000,140000,50000,22000,57.8,100,97.4,3,150000,84000,50000,22000,57.8,100,97.4,1,50000,28000,50000,22000,57.8,100,97.4,2,100000,56000,50000,22000,57.8,100,97.4,3,150000,84000
B1,20171120113303,1,2017,68862,Ke1002,株式会社ジョイフルホーム札幌支店,1,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,1,28000,6000,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0,28000,22000,57.8,100,97.4,0,0,0
B1,20171120113303,1,2017,68862,Ke1004,株式会社ジョイフルホーム札幌支店,1,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,1,30000,30000,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0
B1,20171120113303,1,2017,68862,Ke2002,株式会社ジョイフルホーム札幌支店,2,20000,0,57.8,100,97.4,4,80000,80000,20000,0,57.8,100,97.4,0,0,0,20000,0,57.8,100,97.4,5,100000,100000,20000,0,57.8,100,97.4,1,20000,20000,20000,0,57.8,100,97.4,1,20000,20000,20000,0,57.8,100,97.4,4,80000,80000,20000,0,57.8,100,97.4,6,120000,120000,20000,0,57.8,100,97.4,0,0,0,20000,0,57.8,100,97.4,7,140000,140000,20000,0,57.8,100,97.4,3,60000,60000,20000,0,57.8,100,97.4,1,20000,20000,20000,0,57.8,100,97.4,0,0,0
